CONTRAT_CLIENT|OFFRE_COMMERCIAL|DESC_SEGMENT_CLIENT|DATE_ACTIVATION|STATUT
CC_57119044|PRE - Trankil TT|Residentiels|27/10/2010 15:13:03|A
CC_55489207|PRE - Double|Residentiels|06/01/2011 12:06:48|A
CC_50809925|PRE - 900 bonus|Residentiels|22/03/2012 13:01:18|A
CC_56007519|PRE - TT 1500%|Residentiels|12/07/2010 09:54:33|A
CC_56197571|PRE - Trankil TT|Residentiels|26/01/2012 18:04:04|A
CC_57047767|PRE - 1=11|Residentiels|20/02/2010 18:19:24|A
CC_56207843|PRE - TT 1000%|Residentiels|20/03/2010 21:30:18|A
CC_59767916|PRE - Double|Entreprise/Soho|19/08/2013 10:36:38|S
CC_54968435|PRE - TT 1500%|Residentiels|25/07/2010 21:21:04|A
CC_57408437|PRE - Trankil TT|Residentiels|20/07/2010 09:12:31|A
CC_53368450|PRE - 900 bonus|Residentiels|03/09/2010 14:02:05|A
CC_55828471|PRE - 900 bonus|Residentiels|09/10/2010 11:38:34|A
CC_57108474|PRE - AHLA|Residentiels|16/09/2010 09:54:23|A
CC_58418547|PRE - Trankil TT|Residentiels|26/08/2010 17:28:24|A
CC_58978595|PRE - Trankil TT|Residentiels|01/08/2010 18:01:24|A
CC_53399097|PRE - Trankil TT|Enterprise/SME|26/08/2010 12:23:40|S
CC_52969146|PRE - Trankil TT|Residentiels|30/11/2010 09:26:32|A
CC_59359225|PRE - Trankil TT|Residentiels|04/04/2011 12:29:41|A
CC_51229669|PRE - 1=11|Enterprise/SME|02/11/2010 12:29:30|A
CC_58259684|PRE - Corporate Optimum Family|Enterprise/SME|07/12/2010 21:52:11|A
CC_58699743|PRE - TT 1000%|Residentiels|08/06/2011 12:12:56|A
CC_55689747|PRE - TT 1500%|Residentiels|05/05/2011 18:24:38|A
CC_57799788|PRE - Double|Residentiels|04/07/2011 10:37:15|A
CC_57127620|PRE - TT 2000%|Residentiels|05/03/2010 12:41:52|A
CC_52168435|PRE - Trankil TT|Residentiels|08/07/2010 08:43:02|A
CC_50958465|PRE - 900 bonus|Residentiels|29/07/2010 17:16:56|A
CC_55919110|PRE - TT 1500%|Residentiels|27/12/2010 17:04:11|S
CC_50859224|PRE - TT 1500%|Residentiels|16/03/2011 17:44:14|A
CC_51159293|PRE - Trankil TT|Residentiels|10/04/2011 17:06:19|A
CC_52457826|PRE - TT 1500%|Residentiels|28/04/2010 14:14:12|A
CC_56478571|PRE - Trankil TT|Residentiels|26/07/2011 09:47:25|A
CC_54488990|PRE - TT 1500%|Residentiels|06/07/2010 18:07:19|A
CC_56408999|PRE - Binetna|Residentiels|30/06/2012 12:13:51|A
CC_58489006|PRE - 900 bonus|Residentiels|26/05/2011 13:10:10|A
CC_52369013|PRE - TT 1500%|Residentiels|12/08/2013 10:47:07|A
CC_54689040|PRE - TT 1500%|Residentiels|22/09/2011 11:28:27|A
CC_50428013|PRE - Double|Residentiels|06/03/2010 10:22:15|A
CC_50648623|PRE - TT 1500%|Residentiels|21/06/2010 17:23:21|A
CC_54788623|PRE - Trankil TT|Residentiels|06/08/2010 18:46:00|A
CC_56008623|PRE - Trankil TT|Residentiels|11/06/2010 16:51:29|A
CC_57188625|PRE - TT 1500%|Residentiels|16/06/2010 17:20:16|A
CC_53458718|PRE - 900 bonus|Residentiels|26/07/2010 13:02:40|A
CC_57098785|PRE - 900 bonus|Residentiels|08/08/2010 12:45:59|A
CC_52318995|PRE - TT 1500%|Enterprise/SME|11/08/2010 17:32:54|A
CC_54189018|PRE - 900 bonus|Residentiels|13/10/2010 18:03:38|A
CC_50179238|PRE - TT 1000%|Residentiels|02/05/2011 09:38:29|A
CC_51318488|PRE - Trankil TT|Residentiels|19/08/2010 14:06:54|A
CC_56278784|PRE - TT 1000%|Residentiels|04/10/2010 21:09:22|A
CC_57198818|PRE - TT 1500%|Enterprise/SME|11/05/2010 18:13:49|A
CC_53878983|PRE - TT 1500%|Residentiels|09/03/2011 17:00:57|A
CC_57638994|PRE - TT 1500%|Enterprise/SME|11/08/2010 02:14:21|A
CC_56019022|PRE - TT 1500%|Residentiels|06/10/2010 13:22:25|A
CC_51937572|PRE - TT 1500%|Residentiels|17/03/2010 12:56:48|A
CC_53277593|PRE - offre 40|Residentiels|03/04/2010 17:58:05|A
CC_56117876|PRE - Trankil TT|Residentiels|12/02/2010 16:25:15|A
CC_51277941|PRE - 900 bonus|Residentiels|14/04/2010 10:34:48|A
CC_54177941|PRE - TT 1500%|Residentiels|19/05/2010 11:17:54|A
CC_59147953|PRE - TT 1500%|Residentiels|05/02/2010 13:30:57|A
CC_57948645|PRE - 1=11|Residentiels|25/06/2010 17:17:38|A
CC_59258664|PRE - 900 bonus|Residentiels|22/06/2010 09:09:19|A
CC_55728670|PRE - Day Pass|Residentiels|04/12/2013 10:29:17|A
CC_59508682|PRE - Double|Residentiels|17/06/2010 14:52:17|A
CC_59488690|PRE - TT 1000%|Residentiels|29/06/2010 10:09:31|A
CC_53398716|PRE - TT 1500%|Residentiels|04/08/2010 11:59:36|A
CC_56348729|PRE - Double|Residentiels|19/08/2011 09:56:00|A
CC_52558915|PRE - Trankil TT|Residentiels|15/11/2010 09:22:50|A
CC_58558931|PRE - offre 40|Residentiels|07/01/2011 17:30:30|A
CC_58338932|PRE - TT 1500%|Residentiels|10/02/2011 12:36:27|A
CC_58388947|PRE - TT 1500%|Residentiels|04/02/2011 09:59:38|A
CC_57808998|PRE - Trankil TT|Residentiels|20/10/2010 14:13:28|A
CC_56909001|PRE - 1=11|Residentiels|02/10/2012 09:59:16|A
CC_59459012|PRE - offre 40|Residentiels|13/02/2011 12:50:03|A
CC_55949018|PRE - TT 1500%|Residentiels|16/09/2010 10:49:43|A
CC_51609029|PRE - 900 bonus|Residentiels|21/02/2011 14:56:26|A
CC_50789035|PRE - Binetna|Residentiels|13/01/2011 12:23:06|A
CC_52218634|PRE - Trankil TT|Residentiels|16/06/2010 17:05:13|D
CC_50207457|PRE - TT 1500%|Residentiels|03/10/2007|A
CC_59308948|PRE - TT 1500%|Residentiels|06/02/2011 10:45:51|A
CC_51998842|PRE - 1=11|Residentiels|27/08/2010 08:28:36|A
CC_57369026|PRE - TT 1500%|Residentiels|10/10/2010 11:18:34|A
CC_58349912|PRE - 900 bonus|Residentiels|30/09/2011 09:11:29|S
CC_51258836|PRE - Trankil TT|Enterprise/SME|15/06/2010 04:24:33|A
CC_50909010|PRE - TT 1500%|Residentiels|12/12/2010 11:46:40|A
CC_54409688|PRE - Corporate Optimum Family|Enterprise/SME|08/12/2010 00:49:43|A
CC_57889791|PRE - 900 bonus|Residentiels|17/08/2011 11:37:27|A
CC_54739866|PRE - Trankil TT|Residentiels|06/06/2011 09:58:11|A
CC_53829880|PRE - 900 bonus|Residentiels|23/09/2011 11:50:54|A
CC_57087455|PRE - TT 1500%|Residentiels|28/04/2007|A
CC_55758453|PRE - TT 1500%|Residentiels|13/08/2010 09:45:13|A
CC_56888789|PRE - 900 bonus|Residentiels|19/07/2010 12:22:11|A
CC_52129908|PRE - 1=11|Residentiels|20/07/2011 12:29:44|A
CC_55537791|PRE - Double|Residentiels|14/04/2010 14:11:40|A
CC_59388095|PRE - TT 1000%|Residentiels|08/03/2010 14:48:13|A
CC_52508099|PRE - Trankil TT|Residentiels|04/03/2010 15:51:45|A
CC_53869126|PRE - TT 1500%|Residentiels|02/02/2011 12:39:18|A
CC_58279278|PRE - 1=11|Residentiels|10/02/2011 15:57:10|A
CC_57389723|PRE - Double|Residentiels|09/06/2011 11:57:40|A
CC_58499767|PRE - 900 bonus|Residentiels|13/08/2011 12:34:05|A
CC_51509859|PRE - TT 1500%|Residentiels|16/07/2011 11:35:56|A
CC_52619948|PRE - Trankil TT|Residentiels|22/03/2011 09:31:52|A
CC_59867759|PRE - Classe_Regions|Residentiels|27/02/2010 08:59:55|A
CC_59408500|PRE - TT 1500%|Residentiels|16/07/2010 22:21:27|A
CC_55819000|PRE - TT 1500%|Residentiels|10/06/2011 22:17:22|A
CC_59769025|PRE - TT 1500%|Residentiels|27/10/2010 15:35:01|A
CC_59389030|PRE - Trankil TT|Residentiels|14/11/2010 08:44:46|A
CC_58429075|PRE - TM 35mil/min|Enterprise/SME|17/02/2011 10:50:18|A
CC_53269128|PRE - TT 1000%|Residentiels|14/09/2011 15:43:52|A
CC_52709239|PRE - TT 1000%|Residentiels|02/05/2011 14:39:22|A
CC_52399736|PRE - Trankil TT|Residentiels|13/08/2011 10:37:40|A
CC_56639790|PRE - Double|Residentiels|26/07/2011 10:44:35|A
CC_50839852|PRE - 1=11|Residentiels|26/07/2011 19:37:47|A
CC_57067757|PRE - Double|Residentiels|07/06/2010 12:57:12|A
CC_53788058|PRE - Double|Enterprise/SME|14/06/2010 17:57:31|A
CC_57218085|PRE - 900 bonus|Residentiels|06/09/2010 19:46:56|A
CC_53429125|PRE - 1=11|Residentiels|30/01/2012 15:33:20|A
CC_52629275|PRE - 900 bonus|Residentiels|05/02/2011 10:45:12|A
CC_58089299|PRE - TT 1000%|Residentiels|30/01/2011 14:30:51|A
CC_50519444|PRE - Corporate Optimum Family|Enterprise/SME|11/10/2010 12:23:53|A
CC_52389676|PRE - TT 1500%|Enterprise/SME|02/12/2010 00:06:25|A
CC_56079831|PRE - Family Connect|Enterprise/KeyAccounts|29/04/2011 12:01:52|A
CC_56198662|Corporate Optimum Plus|Entreprise/Soho|16/06/2010 16:28:12|A
CC_51728622|PRE - Trankil TT|Residentiels|18/06/2010 19:24:25|A
CC_51768011|PRE - TT 1500%|Residentiels|02/08/2010 18:49:22|A
CC_55489088|PRE - TT 1500%|Residentiels|09/12/2010 16:41:48|A
CC_52179582|PRE - Elissa 300%|Elissa|20/06/2011 11:47:26|A
CC_56858713|PRE - Double Reinstal|Residentiels|17/07/2010 08:14:02|A
CC_56879699|Offre a la carte|Entreprise/Soho|27/12/2010 16:01:15|D
CC_54999319|PRE - New Elissa|Elissa|19/10/2010 17:00:01|A
CC_59837515|PRE - AHLA|Residentiels|11/05/2010 20:11:05|A
CC_58447542|PRE - Oulidha 1000%|Residentiels|19/05/2010 13:32:46|A
CC_55428009|PRE - TT 1000%|Residentiels|24/04/2010 20:13:32|A
CC_51468632|PRE - TT 1000%|Residentiels|03/06/2010 22:27:16|A
CC_57638657|PRE - TT 1500%|Residentiels|05/06/2010 15:30:31|S
CC_55509029|PRE - TT 1000%|Residentiels|23/10/2010 20:36:04|A
CC_50109076|PRE - Oulidha 1000%|Residentiels|07/03/2011 14:24:27|S
CC_58719767|PRE - TT 1500%|Residentiels|07/09/2011 08:32:21|A
CC_54647997|PRE - TT 1500%|Residentiels|31/05/2010 17:35:34|A
CC_57589021|PRE - 900 bonus|Residentiels|10/03/2011 17:41:21|A
CC_57649021|PRE - AHLA|Residentiels|29/06/2011 09:22:44|A
CC_51669225|PRE - TT 1500%|Residentiels|16/04/2011 11:20:23|S
CC_51329229|PRE - 900 bonus|Residentiels|03/08/2011 13:57:30|A
CC_59559230|PRE - Trankil TT|Residentiels|22/04/2011 09:11:10|A
CC_52147878|PRE - Trankil TT|Residentiels|28/03/2010 15:39:01|A
CC_52508624|PRE - 900 bonus|Residentiels|28/05/2010 17:07:39|A
CC_58718628|PRE - TT 1500%|Residentiels|07/07/2012 07:49:24|A
CC_51778699|PRE - TT 1500%|Residentiels|21/07/2010 08:01:51|A
CC_53778759|PRE - TT 1500%|Residentiels|12/11/2010 10:37:51|A
CC_56198819|PRE - TT 1500%|Enterprise/SME|15/05/2010 18:12:31|A
CC_59399026|PRE - 900 bonus|Residentiels|25/03/2011 20:58:09|A
CC_53189105|PRE - Trankil TT|Residentiels|05/12/2010 12:58:48|S
CC_57219183|PRE - TT 1500%|Residentiels|09/07/2011 17:28:18|A
CC_55079276|PRE - 900 bonus|Residentiels|16/04/2011 09:25:01|A
CC_51359284|PRE - TT 1000%|Residentiels|31/01/2011 14:41:07|A
CC_56479767|PRE - TT 1500%|Residentiels|13/08/2011 12:14:37|A
CC_58989855|PRE - 900 bonus|Residentiels|17/06/2011 14:48:06|A
CC_59027446|PRE - TT 1000%|Residentiels|09/04/2007|A
CC_59847551|PRE - TT 1500%|Residentiels|19/03/2011 08:11:47|S
CC_58597641|PRE - Oulidha 1000%|Residentiels|04/03/2010 15:44:35|A
CC_55127855|PRE - 1=11|Residentiels|27/03/2010 09:32:38|S
CC_54007912|PRE - 900 bonus|Residentiels|05/08/2010 12:05:04|A
CC_57767912|PRE - TT 1500%|Residentiels|02/05/2010 18:50:12|A
CC_53307915|PRE - Double|Residentiels|05/12/2010 15:34:11|A
CC_56447919|PRE - TT 1000%|Residentiels|27/04/2012 10:18:42|A
CC_53757928|PRE - Double Reinstal|Residentiels|07/06/2010 15:26:52|A
CC_51747970|PRE - Double|Residentiels|17/09/2010 09:11:06|A
CC_51858399|PRE - Double|Residentiels|20/06/2010 18:07:22|A
CC_51358499|PRE - TT 1500%|Residentiels|27/08/2010 20:58:50|A
CC_59178512|PRE - TT 1500%|Residentiels|07/09/2011 12:32:25|A
CC_56178523|PRE - TT 1000%|Residentiels|16/08/2010 15:24:15|A
CC_56968527|PRE - Double|Residentiels|04/10/2010 08:43:54|A
CC_50398641|PRE - Day Pass|Residentiels|25/06/2010 11:16:26|A
CC_56418682|PRE - TT 1500%|Residentiels|31/08/2010 14:57:12|A
CC_54588723|PRE - TT 1500%|Residentiels|07/10/2010 12:48:57|A
CC_57578834|PRE - 1=11|Enterprise/SME|14/06/2010 19:25:17|A
CC_59548914|PRE - TT 1500%|Residentiels|27/11/2010 10:22:31|A
CC_58719001|PRE - TT 1500%|Residentiels|17/11/2013 09:50:17|A
CC_50729022|PRE - Double|Residentiels|11/10/2010 10:29:26|A
CC_59769043|PRE - TT 1500%|Residentiels|21/10/2010 14:40:05|A
CC_54419112|PRE - Trankil TT|Residentiels|25/10/2010 16:02:42|A
CC_55629162|PRE - Double Reinstal|Residentiels|05/03/2011 11:56:07|A
CC_58159174|PRE - TT 1500%|Residentiels|20/12/2010 15:30:33|A
CC_55619194|PRE - TT 1000%|Residentiels|10/03/2011 13:42:58|A
CC_52299199|PRE - TT 1500%|Residentiels|29/01/2011 11:50:07|A
CC_57129666|Hayya|Entreprise/Soho|18/10/2010 17:23:42|A
CC_55859893|PRE - TT 1500%|Residentiels|27/08/2011 09:10:35|A
CC_56038464|PRE - TT 1500%|Residentiels|27/07/2010 09:28:58|A
CC_56438529|PRE - TT 1000%|Residentiels|23/08/2010 15:15:38|A
CC_58648863|PRE - TT 1500%|Residentiels|07/09/2010 21:59:24|S
CC_52898887|PRE - Trankil TT|Residentiels|15/11/2010 08:45:37|A
CC_56049927|PRE - TT 1500%|Residentiels|14/05/2012 13:32:08|A
CC_5519324|PRE - Trankil ELISSA|Elissa|23/03/2010 10:19:43|A
CC_52607893|PRE - offre 40|Residentiels|18/09/2010 17:19:53|A
CC_51238215|PRE - Trankil ELISSA|Elissa|16/09/2010 11:14:41|A
CC_51039021|PRE - Oulidha 1000%|Residentiels|30/05/2012 14:42:51|A
CC_52859061|PRE - TT 1000%|Residentiels|13/11/2010 11:13:45|A
CC_51209101|PRE - TT 1500%|Residentiels|21/05/2015 16:03:31|A
CC_52119301|PRE - 1=11|Residentiels|25/02/2011 18:16:41|A
CC_52739645|PRE - Trankil ELISSA|Elissa|18/06/2011 10:24:37|A
CC_56109750|PRE - Trankil TT|Residentiels|16/08/2011 11:20:53|A
CC_59969896|PRE - Trankil TT|Residentiels|31/07/2011 13:01:18|A
CC_59338104|PRE - TT 1000%|Residentiels|10/04/2010 11:09:16|A
CC_59648664|PRE - TT 1500%|Residentiels|29/06/2010 09:00:26|A
CC_57658682|PRE - TT 1500%|Residentiels|26/08/2010 21:32:46|A
CC_59958731|PRE - offre 40|Residentiels|25/07/2010 20:16:55|A
CC_53849975|PRE - TT 1000%|Residentiels|29/03/2011 12:22:51|A
CC_52357894|PRE - Day Pass|Residentiels|19/04/2010 18:38:33|A
CC_51608421|PRE - TT 1500%|Residentiels|25/12/2010 12:29:20|A
CC_54618597|PRE - Binetna|Residentiels|11/07/2010 23:02:09|A
CC_50678998|PRE - TT 1500%|Residentiels|16/04/2012 13:41:14|A
CC_53819028|PRE - TT 1500%|Residentiels|29/03/2012 08:06:14|A
CC_50839705|PRE - TT 1500%|Entreprise/Soho|10/01/2011 08:39:56|A
CC_59759708|PRE - Trankil TT|Residentiels|12/01/2011 17:21:15|A
CC_53279945|PRE - TT 1500%|Residentiels|08/10/2011 10:04:53|A
CC_53297525|PRE - Oulidha 1000%|Residentiels|26/03/2010 12:36:29|A
CC_51937934|PRE - TT 1000%|Enterprise/SME|26/03/2010 12:11:09|A
CC_50149634|PRE - Trankil ELISSA|Elissa|28/05/2011 16:02:53|A
CC_56817748|PRE - Trankil TT|Residentiels|20/03/2010 11:14:23|A
CC_50698148|PRE - New Elissa|Elissa|06/08/2010 00:36:24|A
CC_59788397|PRE - Trankil TT|Residentiels|30/06/2010 18:54:12|A
CC_55698629|PRE - TT 1500%|Residentiels|26/07/2010 13:31:26|S
CC_58678676|PRE - Trankil TT|Residentiels|18/02/2014 08:32:33|A
CC_51089168|PRE - 900 bonus|Residentiels|09/11/2011 16:35:43|A
CC_55139790|PRE - Double|Residentiels|03/09/2011 18:22:28|A
CC_53909835|PRE - TT 1000%|Residentiels|17/06/2011 17:47:16|A
CC_51969980|PRE - TT 1500%|Residentiels|05/04/2011 13:11:10|A
CC_5917843|PRE - New Elissa|Elissa|30/04/2010 20:19:04|A
CC_5459062|PRE - Elissa 300%|Elissa|24/09/2010 13:37:21|A
CC_5789261|PRE - Elissa 300%|Elissa|08/05/2010 17:49:34|S
CC_5689438|PRE - Trankil ELISSA|Elissa|22/05/2010 15:30:25|A
CC_55457634|PRE - Double|Residentiels|09/03/2010 13:28:06|A
CC_52258028|PRE - TT 1500%|Residentiels|30/05/2010 09:15:11|A
CC_51178665|PRE - Double Reinstal|Residentiels|26/07/2010 17:40:30|A
CC_58188729|PRE - Double Reinstal|Residentiels|21/07/2010 17:48:22|A
CC_58458736|PRE - offre 40|Residentiels|09/08/2010 12:34:32|A
CC_51238843|PRE - TT 1000%|Residentiels|08/10/2010 12:37:24|A
CC_52989000|PRE - Trankil TT|Residentiels|18/10/2010 16:00:39|A
CC_52169108|PRE - 900 bonus|Residentiels|11/12/2010 12:11:38|A
CC_55619289|PRE - TT 1500%|Residentiels|29/01/2011 10:48:31|A
CC_55789716|PRE - Double|Residentiels|09/05/2011 10:46:32|A
CC_53889886|PRE - Oulidha 1000%|Residentiels|28/08/2011 11:13:46|S
CC_53237837|PRE - Double|Residentiels|18/03/2010 11:46:34|A
CC_51629080|PRE - TT 1500%|Residentiels|03/10/2010 08:59:46|A
CC_54839241|PRE - AHLA|Residentiels|24/02/2011 10:57:56|A
CC_57668089|PRE - 900 bonus|Residentiels|20/02/2010 09:40:47|A
CC_53708156|PRE - New Elissa|Elissa|10/10/2010 13:40:46|A
CC_52578348|PRE - 900 bonus|Residentiels|09/05/2010 13:01:40|A
CC_52168658|PRE - Trankil TT|Residentiels|24/07/2010 10:54:13|A
CC_51458660|PRE - 900 bonus|Residentiels|03/07/2010 10:29:35|A
CC_56279064|PRE - Trankil TT|Residentiels|28/09/2010 11:27:40|A
CC_58489084|PRE - Trankil TT|Residentiels|23/11/2010 09:31:46|A
CC_57559101|PRE - TT 1500%|Residentiels|14/10/2010 17:14:25|A
CC_55359106|PRE - Double|Residentiels|10/11/2010 10:37:01|A
CC_58969602|PRE - New Elissa|Elissa|04/05/2011 12:22:43|S
CC_5389338|PRE - New Elissa|Elissa|28/05/2010 19:59:43|A
CC_52667450|PRE - TT 1500%|Residentiels|29/11/2006|A
CC_59487554|PRE - 900 bonus|Residentiels|27/02/2010 15:04:04|A
CC_56587769|PRE - Trankil TT|Residentiels|27/05/2010 09:39:08|A
CC_53557907|PRE - TT 1500%|Residentiels|12/06/2010 15:15:42|A
CC_58118089|PRE - Double|Residentiels|01/02/2010 16:06:36|A
CC_51288183|PRE - New Elissa|Elissa|24/08/2010 12:56:11|A
CC_58528589|PRE - Trankil TT|Residentiels|26/06/2010 12:22:15|A
CC_57598680|PRE - TT 1500%|Residentiels|31/08/2010 14:01:41|A
CC_58688845|PRE - Binetna|Residentiels|21/08/2010 09:16:52|A
CC_54368853|PRE - Double Reinstal|Residentiels|09/01/2011 10:24:22|A
CC_55698904|PRE - TT 1500%|Residentiels|23/07/2011 10:07:05|A
CC_58999116|PRE - TT 1500%|Residentiels|26/10/2010 15:13:07|A
CC_58249200|PRE - TT 1500%|Residentiels|02/01/2011 13:16:13|A
CC_52009304|PRE - TT 1500%|Residentiels|25/04/2011 11:55:47|A
CC_59289999|PRE - 900 bonus|Residentiels|17/05/2011 18:18:30|A
CC_5269846|PRE - New Elissa|Elissa|23/03/2010 15:07:28|A
CC_59877742|PRE - TT 1500%|Residentiels|09/05/2010 18:27:26|A
CC_57947794|PRE - TT 1500%|Residentiels|13/06/2010 09:18:23|A
CC_53447983|PRE - Double Reinstal|Residentiels|02/03/2010 10:45:29|A
CC_59428593|PRE - Oulidha 1000%|Residentiels|05/09/2010 15:52:15|A
CC_57888648|PRE - Trankil TT|Residentiels|18/06/2010 08:04:56|A
CC_55368792|PRE - 1=11|Residentiels|26/09/2010 20:24:14|A
CC_50258932|PRE - TT 1500%|Residentiels|21/01/2011 10:49:23|A
CC_54619088|PRE - TT 1500%|Residentiels|06/10/2010 11:47:59|A
CC_56379142|PRE - Double|Residentiels|05/11/2010 00:50:52|A
CC_52859227|PRE - 900 bonus|Residentiels|23/07/2011 09:03:54|A
CC_50449236|PRE - Binetna|Residentiels|02/07/2011 14:54:58|A
CC_50369247|PRE - Trankil TT|Residentiels|15/12/2010 12:05:40|A
CC_54749798|PRE - TT 1500%|Residentiels|28/07/2011 12:08:18|A
CC_57869018|PRE - Trankil TT|Residentiels|22/06/2012 18:57:32|A
CC_56549040|PRE - 900 bonus|Residentiels|29/06/2011 19:27:18|A
CC_52969165|PRE - Double|Residentiels|30/04/2011 11:06:51|A
CC_59399379|PRE - Trankil ELISSA|Elissa|24/11/2010 16:54:17|A
CC_56709672|PRE - Trankil TT|Enterprise/SME|18/11/2010 12:45:03|A
CC_59039931|PRE - 900 bonus|Residentiels|16/03/2011 16:26:54|A
CC_59997690|PRE - 900 bonus|Residentiels|21/02/2010 09:37:33|A
CC_54557996|PRE - TT 1500%|Residentiels|03/02/2010 18:39:51|A
CC_56578391|PRE - 900 bonus|Residentiels|30/05/2010 11:29:24|A
CC_56068594|PRE - Trankil TT|Residentiels|12/07/2010 19:52:13|A
CC_55108628|PRE - Day Pass|Residentiels|27/05/2010 20:27:52|A
CC_53208702|PRE - Trankil TT|Residentiels|20/01/2011 09:52:26|A
CC_54708863|PRE - 900 bonus|Residentiels|16/09/2010 12:51:32|A
CC_54278871|PRE - Trankil TT|Residentiels|27/12/2010 12:02:38|A
CC_52818885|PRE - TT 1500%|Residentiels|29/12/2010 09:40:38|A
CC_57878903|PRE - 900 bonus|Residentiels|02/03/2011 12:02:31|A
CC_58879017|PRE - TT 1500%|Residentiels|07/12/2010 09:38:26|A
CC_50609019|PRE - TT 1500%|Residentiels|20/09/2010 14:03:51|A
CC_54279078|PRE - Double|Residentiels|07/10/2010 12:20:18|A
CC_50659460|PRE - New Elissa|Elissa|06/01/2011 08:36:54|S
CC_50259919|PRE - TT 1500%|Enterprise/KeyAccounts|20/08/2011 08:33:36|A
CC_50427800|PRE - TT 1500%|Residentiels|17/04/2010 15:31:14|A
CC_52557918|PRE - Trankil TT|Residentiels|07/05/2010 14:01:31|A
CC_50288493|PRE - Double|Residentiels|09/08/2010 11:42:27|A
CC_58438509|PRE - TT 1500%|Residentiels|07/08/2010 17:43:53|A
CC_57938604|PRE - TT 1500%|Residentiels|29/04/2010 09:34:05|A
CC_59989027|PRE - TT 1500%|Residentiels|15/03/2011 14:29:24|A
CC_56329032|PRE - 900 bonus|Residentiels|14/02/2011 19:23:24|A
CC_51279244|PRE - TT 1500%|Residentiels|26/02/2011 11:46:30|A
CC_53059880|PRE - TT 1500%|Residentiels|04/09/2011 10:42:28|S
CC_52599950|PRE - Trankil TT|Residentiels|17/03/2011 12:22:16|A
CC_50207671|PRE - TT 1500%|Residentiels|29/09/2010 15:07:38|A
CC_59498342|PRE - Double Reinstal|Residentiels|20/04/2010 15:36:40|S
CC_59418507|PRE - TT 1500%|Residentiels|16/08/2010 22:43:14|A
CC_50499304|PRE - TT 1500%|Residentiels|18/04/2011 09:47:46|A
CC_58789671|PRE - TT 1500%|Residentiels|11/11/2010 09:27:09|A
CC_50018767|PRE - TT 1500%|Residentiels|01/09/2010 11:55:19|A
CC_55919090|PRE - 900 bonus|Residentiels|09/10/2010 08:53:26|A
CC_53929274|PRE - TT 1000%|Residentiels|03/02/2011 10:41:16|A
CC_52029964|PRE - Trankil TT|Residentiels|11/04/2011 12:47:58|A
CC_55487647|PRE - TT 1500%|Residentiels|15/04/2010 09:47:58|A
CC_56997694|PRE - 1=11|Residentiels|19/06/2010 11:32:52|A
CC_53387915|PRE - Trankil TT|Residentiels|11/11/2010 14:14:28|A
CC_50448783|PRE - Trankil TT|Residentiels|12/08/2010 13:11:15|A
CC_57898808|PRE - AHLA|Residentiels|10/11/2010 13:51:41|A
CC_54579086|PRE - TT 1500%|Residentiels|02/10/2010 12:30:55|A
CC_59309099|PRE - TT 1500%|Residentiels|06/09/2010 11:09:29|A
CC_58517497|PRE - TT 1500%|Residentiels|31/01/2010 22:17:54|A
CC_53748434|PRE - 1=11|Residentiels|06/07/2010 09:41:11|A
CC_50528761|PRE - Trankil TT|Residentiels|20/10/2010 16:23:36|A
CC_59798820|PRE - Trankil TT|Enterprise/SME|21/05/2010 15:53:19|A
CC_57548830|PRE - TT 1500%|Enterprise/SME|11/06/2010 19:37:39|A
CC_55359047|PRE - 900 bonus|Residentiels|15/10/2010 18:39:26|A
CC_52289096|PRE - TT 1500%|Enterprise/SME|18/08/2010 18:14:08|A
CC_56459174|PRE - Trankil TT|Residentiels|06/06/2011 07:59:05|A
CC_51819283|PRE - TT 1500%|Residentiels|02/03/2011 16:29:16|S
CC_58629288|PRE - 900 bonus|Residentiels|26/03/2011 17:45:22|A
CC_51149303|PRE - Day Pass|Residentiels|03/04/2011 10:23:01|D
CC_57019304|PRE - offre 40|Residentiels|23/09/2010 08:10:38|A
CC_57819717|PRE - TT 1500%|Residentiels|01/07/2011 17:36:47|A
CC_55609778|PRE - AHLA|Residentiels|28/06/2011 17:41:32|A
CC_55959811|PRE - 900 bonus|Enterprise/SME|30/01/2011 00:06:55|A
CC_54879825|PRE - 900 bonus|Residentiels|16/07/2011 10:41:37|A
CC_56558204|PRE - New Elissa|Elissa|15/09/2010 15:41:35|A
CC_50769019|PRE - 900 bonus|Residentiels|24/06/2011 21:15:46|A
CC_50617957|PRE - Trankil TT|Residentiels|23/02/2010 10:02:37|A
CC_52157974|PRE - 1=11|Residentiels|23/02/2010 10:25:40|A
CC_51668686|PRE - Double Reinstal|B2B2C adherent|01/07/2010 09:31:09|A
CC_57228693|PRE - Trankil TT|Residentiels|11/06/2010 13:46:23|A
CC_51509010|PRE - Day Pass|Residentiels|28/12/2010 16:30:50|A
CC_55179676|PRE - TT 1000%|Residentiels|03/12/2010 11:41:52|A
CC_55527494|PRE - Oulidha 1000%|Residentiels|10/04/2010 10:49:30|A
CC_58257910|PRE - Classe_Regions|Residentiels|03/04/2010 12:42:13|A
CC_52117978|PRE - Classe_Regions|Residentiels|30/06/2011 11:11:33|A
CC_56118553|PRE - 900 bonus|Residentiels|07/09/2010 13:32:00|A
CC_53508557|PRE - Double|Residentiels|12/09/2010 18:45:07|A
